label_name,label,template_path,class_name,class,image_path
reals,0,/data/users/soteria/MIDV2020/reals/est_id_25.jpg,est,3,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/est_id_25_frame_000361.jpg
reals,0,/data/users/soteria/MIDV2020/reals/grc_passport_72.jpg,grc,5,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/grc_passport_72_frame_000241.jpg
fakes,1,/data/users/soteria/MIDV2020/fakes/rus_internalpassport_84.jpg_fake_1_109.jpg,rus,7,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/fakes/rus_internalpassport_84_fake_1_109_frame_120_extracted.png
reals,0,/data/users/soteria/MIDV2020/reals/svk_id_23.jpg,svk,9,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/svk_id_23_frame_000001.jpg
reals,0,/data/users/soteria/MIDV2020/reals/rus_internalpassport_65.jpg,rus,7,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/rus_internalpassport_65_frame_000001.jpg
reals,0,/data/users/soteria/MIDV2020/reals/esp_id_89.jpg,esp,2,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/esp_id_89_frame_000001.jpg
fakes,1,/data/users/soteria/MIDV2020/fakes/alb_id_14.jpg_fake_6_52.jpg,alb,0,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/fakes/alb_id_14_fake_6_52_frame_240_extracted.png
reals,0,/data/users/soteria/MIDV2020/reals/fin_id_49.jpg,fin,4,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/fin_id_49_frame_000061.jpg
reals,0,/data/users/soteria/MIDV2020/reals/est_id_70.jpg,est,3,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/est_id_70_frame_000361.jpg
reals,0,/data/users/soteria/MIDV2020/reals/rus_internalpassport_59.jpg,rus,7,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/rus_internalpassport_59_frame_000361.jpg
reals,0,/data/users/soteria/MIDV2020/reals/grc_passport_07.jpg,grc,5,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/grc_passport_07_frame_000061.jpg
reals,0,/data/users/soteria/MIDV2020/reals/alb_id_35.jpg,alb,0,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/alb_id_35_frame_000241.jpg
reals,0,/data/users/soteria/MIDV2020/reals/srb_passport_47.jpg,srb,8,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/srb_passport_47_frame_000181.jpg
fakes,1,/data/users/soteria/MIDV2020/fakes/svk_id_17.jpg_fake_8_108.jpg,svk,9,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/fakes/svk_id_17_fake_8_108_frame_60_extracted.png
reals,0,/data/users/soteria/MIDV2020/reals/rus_internalpassport_57.jpg,rus,7,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/rus_internalpassport_57_frame_000361.jpg
reals,0,/data/users/soteria/MIDV2020/reals/svk_id_63.jpg,svk,9,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/svk_id_63_frame_000001.jpg
reals,0,/data/users/soteria/MIDV2020/reals/fin_id_28.jpg,fin,4,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/fin_id_28_frame_000301.jpg
fakes,1,/data/users/soteria/MIDV2020/fakes/lva_passport_59.jpg_fake_0_105.jpg,lva,6,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/fakes/lva_passport_59_fake_0_105_frame_390_extracted.png
reals,0,/data/users/soteria/MIDV2020/reals/aze_passport_91.jpg,aze,1,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/aze_passport_91_frame_000361.jpg
reals,0,/data/users/soteria/MIDV2020/reals/srb_passport_40.jpg,srb,8,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/srb_passport_40_frame_000181.jpg
fakes,1,/data/users/soteria/MIDV2020/fakes/grc_passport_64.jpg_fake_4_115.jpg,grc,5,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/fakes/grc_passport_64_fake_4_115_frame_90_extracted.png
fakes,1,/data/users/soteria/MIDV2020/fakes/svk_id_87.jpg_fake_8_28.jpg,svk,9,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/fakes/svk_id_87_fake_8_28_frame_120_extracted.png
reals,0,/data/users/soteria/MIDV2020/reals/fin_id_04.jpg,fin,4,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/fin_id_04_frame_000241.jpg
reals,0,/data/users/soteria/MIDV2020/reals/grc_passport_29.jpg,grc,5,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/grc_passport_29_frame_000061.jpg
reals,0,/data/users/soteria/MIDV2020/reals/aze_passport_85.jpg,aze,1,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/aze_passport_85_frame_000121.jpg
reals,0,/data/users/soteria/MIDV2020/reals/lva_passport_31.jpg,lva,6,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/lva_passport_31_frame_000181.jpg
reals,0,/data/users/soteria/MIDV2020/reals/esp_id_26.jpg,esp,2,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/esp_id_26_frame_000241.jpg
reals,0,/data/users/soteria/MIDV2020/reals/est_id_79.jpg,est,3,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/est_id_79_frame_000481.jpg
reals,0,/data/users/soteria/MIDV2020/reals/grc_passport_94.jpg,grc,5,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/grc_passport_94_frame_000241.jpg
reals,0,/data/users/soteria/MIDV2020/reals/est_id_73.jpg,est,3,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/est_id_73_frame_000001.jpg
reals,0,/data/users/soteria/MIDV2020/reals/fin_id_67.jpg,fin,4,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/fin_id_67_frame_000061.jpg
reals,0,/data/users/soteria/MIDV2020/reals/srb_passport_00.jpg,srb,8,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/srb_passport_00_frame_000421.jpg
reals,0,/data/users/soteria/MIDV2020/reals/fin_id_11.jpg,fin,4,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/fin_id_11_frame_000121.jpg
reals,0,/data/users/soteria/MIDV2020/reals/grc_passport_09.jpg,grc,5,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/grc_passport_09_frame_000361.jpg
reals,0,/data/users/soteria/MIDV2020/reals/srb_passport_70.jpg,srb,8,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/srb_passport_70_frame_000001.jpg
reals,0,/data/users/soteria/MIDV2020/reals/grc_passport_77.jpg,grc,5,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/grc_passport_77_frame_000241.jpg
reals,0,/data/users/soteria/MIDV2020/reals/rus_internalpassport_00.jpg,rus,7,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/rus_internalpassport_00_frame_000301.jpg
reals,0,/data/users/soteria/MIDV2020/reals/est_id_24.jpg,est,3,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/est_id_24_frame_000001.jpg
reals,0,/data/users/soteria/MIDV2020/reals/aze_passport_90.jpg,aze,1,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/aze_passport_90_frame_000241.jpg
reals,0,/data/users/soteria/MIDV2020/reals/rus_internalpassport_04.jpg,rus,7,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/rus_internalpassport_04_frame_000301.jpg
fakes,1,/data/users/soteria/MIDV2020/fakes/est_id_77.jpg_fake_9_43.jpg,est,3,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/fakes/est_id_77_fake_9_43_frame_30_extracted.png
fakes,1,/data/users/soteria/MIDV2020/fakes/esp_id_09.jpg_fake_2_33.jpg,esp,2,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/fakes/esp_id_09_fake_2_33_frame_270_extracted.png
reals,0,/data/users/soteria/MIDV2020/reals/est_id_15.jpg,est,3,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/est_id_15_frame_000301.jpg
reals,0,/data/users/soteria/MIDV2020/reals/alb_id_78.jpg,alb,0,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/alb_id_78_frame_000061.jpg
reals,0,/data/users/soteria/MIDV2020/reals/est_id_96.jpg,est,3,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/est_id_96_frame_000181.jpg
reals,0,/data/users/soteria/MIDV2020/reals/lva_passport_30.jpg,lva,6,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/lva_passport_30_frame_000301.jpg
reals,0,/data/users/soteria/MIDV2020/reals/rus_internalpassport_21.jpg,rus,7,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/rus_internalpassport_21_frame_000061.jpg
reals,0,/data/users/soteria/MIDV2020/reals/rus_internalpassport_99.jpg,rus,7,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/rus_internalpassport_99_frame_000061.jpg
reals,0,/data/users/soteria/MIDV2020/reals/aze_passport_56.jpg,aze,1,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/aze_passport_56_frame_000301.jpg
reals,0,/data/users/soteria/MIDV2020/reals/svk_id_82.jpg,svk,9,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/svk_id_82_frame_000301.jpg
fakes,1,/data/users/soteria/MIDV2020/fakes/alb_id_14.jpg_fake_6_52.jpg,alb,0,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/fakes/alb_id_14_fake_6_52_frame_270_extracted.png
reals,0,/data/users/soteria/MIDV2020/reals/alb_id_98.jpg,alb,0,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/alb_id_98_frame_000241.jpg
reals,0,/data/users/soteria/MIDV2020/reals/est_id_05.jpg,est,3,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/est_id_05_frame_000241.jpg
reals,0,/data/users/soteria/MIDV2020/reals/rus_internalpassport_43.jpg,rus,7,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/rus_internalpassport_43_frame_000121.jpg
reals,0,/data/users/soteria/MIDV2020/reals/grc_passport_77.jpg,grc,5,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/grc_passport_77_frame_000001.jpg
reals,0,/data/users/soteria/MIDV2020/reals/srb_passport_81.jpg,srb,8,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/srb_passport_81_frame_000121.jpg
reals,0,/data/users/soteria/MIDV2020/reals/fin_id_96.jpg,fin,4,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/fin_id_96_frame_000121.jpg
reals,0,/data/users/soteria/MIDV2020/reals/rus_internalpassport_02.jpg,rus,7,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/rus_internalpassport_02_frame_000061.jpg
reals,0,/data/users/soteria/MIDV2020/reals/alb_id_73.jpg,alb,0,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/alb_id_73_frame_000481.jpg
reals,0,/data/users/soteria/MIDV2020/reals/srb_passport_90.jpg,srb,8,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/srb_passport_90_frame_000241.jpg
reals,0,/data/users/soteria/MIDV2020/reals/svk_id_59.jpg,svk,9,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/svk_id_59_frame_000181.jpg
fakes,1,/data/users/soteria/MIDV2020/fakes/grc_passport_55.jpg_fake_4_73.jpg,grc,5,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/fakes/grc_passport_55_fake_4_73_frame_330_extracted.png
reals,0,/data/users/soteria/MIDV2020/reals/lva_passport_61.jpg,lva,6,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/lva_passport_61_frame_000241.jpg
reals,0,/data/users/soteria/MIDV2020/reals/rus_internalpassport_20.jpg,rus,7,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/rus_internalpassport_20_frame_000301.jpg
reals,0,/data/users/soteria/MIDV2020/reals/est_id_55.jpg,est,3,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/est_id_55_frame_000121.jpg
reals,0,/data/users/soteria/MIDV2020/reals/est_id_29.jpg,est,3,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/est_id_29_frame_000181.jpg
fakes,1,/data/users/soteria/MIDV2020/fakes/fin_id_62.jpg_fake_7_0.jpg,fin,4,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/fakes/fin_id_62_fake_7_0_frame_150_extracted.png
reals,0,/data/users/soteria/MIDV2020/reals/grc_passport_09.jpg,grc,5,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/grc_passport_09_frame_000481.jpg
reals,0,/data/users/soteria/MIDV2020/reals/grc_passport_94.jpg,grc,5,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/grc_passport_94_frame_000181.jpg
reals,0,/data/users/soteria/MIDV2020/reals/rus_internalpassport_01.jpg,rus,7,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/rus_internalpassport_01_frame_000121.jpg
reals,0,/data/users/soteria/MIDV2020/reals/alb_id_89.jpg,alb,0,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/alb_id_89_frame_000301.jpg
reals,0,/data/users/soteria/MIDV2020/reals/est_id_83.jpg,est,3,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/est_id_83_frame_000421.jpg
reals,0,/data/users/soteria/MIDV2020/reals/svk_id_68.jpg,svk,9,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/svk_id_68_frame_000121.jpg
fakes,1,/data/users/soteria/MIDV2020/fakes/fin_id_73.jpg_fake_7_50.jpg,fin,4,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/fakes/fin_id_73_fake_7_50_frame_60_extracted.png
fakes,1,/data/users/soteria/MIDV2020/fakes/lva_passport_37.jpg_fake_0_9.jpg,lva,6,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/fakes/lva_passport_37_fake_0_9_frame_120_extracted.png
reals,0,/data/users/soteria/MIDV2020/reals/alb_id_42.jpg,alb,0,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/alb_id_42_frame_000241.jpg
reals,0,/data/users/soteria/MIDV2020/reals/svk_id_29.jpg,svk,9,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/svk_id_29_frame_000061.jpg
reals,0,/data/users/soteria/MIDV2020/reals/lva_passport_07.jpg,lva,6,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/lva_passport_07_frame_000241.jpg
reals,0,/data/users/soteria/MIDV2020/reals/rus_internalpassport_51.jpg,rus,7,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/rus_internalpassport_51_frame_000301.jpg
reals,0,/data/users/soteria/MIDV2020/reals/grc_passport_72.jpg,grc,5,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/grc_passport_72_frame_000121.jpg
reals,0,/data/users/soteria/MIDV2020/reals/rus_internalpassport_81.jpg,rus,7,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/rus_internalpassport_81_frame_000181.jpg
reals,0,/data/users/soteria/MIDV2020/reals/aze_passport_79.jpg,aze,1,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/aze_passport_79_frame_000421.jpg
reals,0,/data/users/soteria/MIDV2020/reals/aze_passport_35.jpg,aze,1,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/aze_passport_35_frame_000181.jpg
reals,0,/data/users/soteria/MIDV2020/reals/lva_passport_74.jpg,lva,6,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/lva_passport_74_frame_000001.jpg
reals,0,/data/users/soteria/MIDV2020/reals/est_id_73.jpg,est,3,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/est_id_73_frame_000301.jpg
reals,0,/data/users/soteria/MIDV2020/reals/est_id_56.jpg,est,3,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/est_id_56_frame_000001.jpg
reals,0,/data/users/soteria/MIDV2020/reals/est_id_98.jpg,est,3,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/est_id_98_frame_000121.jpg
reals,0,/data/users/soteria/MIDV2020/reals/grc_passport_94.jpg,grc,5,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/grc_passport_94_frame_000301.jpg
reals,0,/data/users/soteria/MIDV2020/reals/lva_passport_61.jpg,lva,6,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/lva_passport_61_frame_000301.jpg
reals,0,/data/users/soteria/MIDV2020/reals/rus_internalpassport_35.jpg,rus,7,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/rus_internalpassport_35_frame_000181.jpg
reals,0,/data/users/soteria/MIDV2020/reals/srb_passport_03.jpg,srb,8,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/srb_passport_03_frame_000001.jpg
reals,0,/data/users/soteria/MIDV2020/reals/aze_passport_43.jpg,aze,1,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/aze_passport_43_frame_000001.jpg
fakes,1,/data/users/soteria/MIDV2020/fakes/srb_passport_72.jpg_fake_5_24.jpg,srb,8,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/fakes/srb_passport_72_fake_5_24_frame_60_extracted.png
reals,0,/data/users/soteria/MIDV2020/reals/grc_passport_06.jpg,grc,5,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/grc_passport_06_frame_000181.jpg
reals,0,/data/users/soteria/MIDV2020/reals/svk_id_90.jpg,svk,9,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/svk_id_90_frame_000061.jpg
reals,0,/data/users/soteria/MIDV2020/reals/rus_internalpassport_94.jpg,rus,7,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/rus_internalpassport_94_frame_000061.jpg
fakes,1,/data/users/soteria/MIDV2020/fakes/grc_passport_49.jpg_fake_4_26.jpg,grc,5,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/fakes/grc_passport_49_fake_4_26_frame_90_extracted.png
reals,0,/data/users/soteria/MIDV2020/reals/esp_id_45.jpg,esp,2,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/esp_id_45_frame_000001.jpg
reals,0,/data/users/soteria/MIDV2020/reals/srb_passport_38.jpg,srb,8,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/srb_passport_38_frame_000121.jpg
reals,0,/data/users/soteria/MIDV2020/reals/lva_passport_20.jpg,lva,6,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/lva_passport_20_frame_000001.jpg
reals,0,/data/users/soteria/MIDV2020/reals/est_id_24.jpg,est,3,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/est_id_24_frame_000241.jpg
reals,0,/data/users/soteria/MIDV2020/reals/fin_id_58.jpg,fin,4,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/fin_id_58_frame_000121.jpg
reals,0,/data/users/soteria/MIDV2020/reals/esp_id_82.jpg,esp,2,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/esp_id_82_frame_000061.jpg
reals,0,/data/users/soteria/MIDV2020/reals/srb_passport_37.jpg,srb,8,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/srb_passport_37_frame_000301.jpg
reals,0,/data/users/soteria/MIDV2020/reals/esp_id_33.jpg,esp,2,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/esp_id_33_frame_000241.jpg
fakes,1,/data/users/soteria/MIDV2020/fakes/esp_id_17.jpg_fake_2_51.jpg,esp,2,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/fakes/esp_id_17_fake_2_51_frame_180_extracted.png
reals,0,/data/users/soteria/MIDV2020/reals/rus_internalpassport_61.jpg,rus,7,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/rus_internalpassport_61_frame_000181.jpg
fakes,1,/data/users/soteria/MIDV2020/fakes/aze_passport_84.jpg_fake_3_109.jpg,aze,1,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/fakes/aze_passport_84_fake_3_109_frame_90_extracted.png
reals,0,/data/users/soteria/MIDV2020/reals/esp_id_87.jpg,esp,2,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/esp_id_87_frame_000001.jpg
reals,0,/data/users/soteria/MIDV2020/reals/fin_id_91.jpg,fin,4,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/fin_id_91_frame_000181.jpg
fakes,1,/data/users/soteria/MIDV2020/fakes/aze_passport_48.jpg_fake_3_112.jpg,aze,1,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/fakes/aze_passport_48_fake_3_112_frame_390_extracted.png
reals,0,/data/users/soteria/MIDV2020/reals/grc_passport_04.jpg,grc,5,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/grc_passport_04_frame_000061.jpg
reals,0,/data/users/soteria/MIDV2020/reals/fin_id_60.jpg,fin,4,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/fin_id_60_frame_000061.jpg
reals,0,/data/users/soteria/MIDV2020/reals/fin_id_98.jpg,fin,4,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/fin_id_98_frame_000181.jpg
fakes,1,/data/users/soteria/MIDV2020/fakes/lva_passport_16.jpg_fake_0_21.jpg,lva,6,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/fakes/lva_passport_16_fake_0_21_frame_360_extracted.png
reals,0,/data/users/soteria/MIDV2020/reals/grc_passport_07.jpg,grc,5,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/grc_passport_07_frame_000361.jpg
fakes,1,/data/users/soteria/MIDV2020/fakes/esp_id_34.jpg_fake_2_77.jpg,esp,2,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/fakes/esp_id_34_fake_2_77_frame_00_extracted.png
reals,0,/data/users/soteria/MIDV2020/reals/esp_id_87.jpg,esp,2,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/esp_id_87_frame_000541.jpg
fakes,1,/data/users/soteria/MIDV2020/fakes/srb_passport_50.jpg_fake_5_62.jpg,srb,8,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/fakes/srb_passport_50_fake_5_62_frame_120_extracted.png
reals,0,/data/users/soteria/MIDV2020/reals/rus_internalpassport_22.jpg,rus,7,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/rus_internalpassport_22_frame_000061.jpg
reals,0,/data/users/soteria/MIDV2020/reals/aze_passport_37.jpg,aze,1,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/aze_passport_37_frame_000301.jpg
reals,0,/data/users/soteria/MIDV2020/reals/fin_id_54.jpg,fin,4,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/fin_id_54_frame_000181.jpg
reals,0,/data/users/soteria/MIDV2020/reals/alb_id_68.jpg,alb,0,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/alb_id_68_frame_000001.jpg
reals,0,/data/users/soteria/MIDV2020/reals/lva_passport_74.jpg,lva,6,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/lva_passport_74_frame_000241.jpg
reals,0,/data/users/soteria/MIDV2020/reals/grc_passport_58.jpg,grc,5,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/grc_passport_58_frame_000181.jpg
fakes,1,/data/users/soteria/MIDV2020/fakes/grc_passport_99.jpg_fake_4_23.jpg,grc,5,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/fakes/grc_passport_99_fake_4_23_frame_150_extracted.png
reals,0,/data/users/soteria/MIDV2020/reals/lva_passport_37.jpg,lva,6,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/lva_passport_37_frame_000061.jpg
reals,0,/data/users/soteria/MIDV2020/reals/lva_passport_19.jpg,lva,6,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/lva_passport_19_frame_000301.jpg
reals,0,/data/users/soteria/MIDV2020/reals/alb_id_11.jpg,alb,0,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/alb_id_11_frame_000181.jpg
reals,0,/data/users/soteria/MIDV2020/reals/alb_id_48.jpg,alb,0,/home/mtalarmain/Documents/soteria/dataset/MIDV2020/unbalanced/clips/background/images/reals/alb_id_48_frame_000061.jpg
